ticket_id,customer_id,issue_category,description,sentiment,priority
TKT-574367,C00142,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-199281,C00143,Security,Just a general question about features.,Positive,High
TKT-428094,C00143,Technical,Need help setting up SSO.,Neutral,Low
TKT-796545,C00144,Billing,Update credit card info.,Positive,Low
TKT-495276,C00144,Account,Just a general question about features.,Positive,Low
TKT-780177,C00144,Performance,Just a general question about features.,Neutral,Low
TKT-525512,C00144,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-488088,C00145,Billing,Update credit card info.,Positive,Medium
TKT-261405,C00148,Security,Just a general question about features.,Neutral,High
TKT-171191,C00148,Integration,Just a general question about features.,Positive,High
TKT-582736,C00148,Billing,Can you send me last month's receipt?,Negative,Low
TKT-583567,C00149,Account,Just a general question about features.,Negative,Low
TKT-461169,C00150,Billing,Good service.,Neutral,Low
TKT-201238,C00150,Feature Request,Just a general question about features.,Neutral,High
TKT-786381,C00150,Feature Request,Just a general question about features.,Positive,High
TKT-378044,C00151,Account,Just a general question about features.,Neutral,Low
TKT-327482,C00152,Technical,How do I reset my password?,Positive,High
TKT-804874,C00152,Billing,Good service.,Neutral,Medium
TKT-437901,C00152,Account,Just a general question about features.,Neutral,Low
TKT-640153,C00152,Integration,Just a general question about features.,Positive,Medium
TKT-898439,C00153,Performance,Just a general question about features.,Positive,Medium
TKT-590333,C00154,Security,Just a general question about features.,Neutral,Low
TKT-770281,C00155,Security,Just a general question about features.,Positive,Medium
TKT-425762,C00155,Security,Just a general question about features.,Neutral,Low
TKT-243367,C00156,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-421850,C00157,Account,Just a general question about features.,Positive,Medium
TKT-985417,C00157,Integration,Just a general question about features.,Neutral,Low
TKT-565012,C00157,Account,Just a general question about features.,Neutral,Low
TKT-901860,C00157,Billing,Update credit card info.,Positive,Medium
TKT-175777,C00158,Integration,Just a general question about features.,Positive,Low
TKT-178820,C00159,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-317161,C00159,Security,"Terrible experience, not working as expected.",Negative,High
TKT-262902,C00159,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-163339,C00159,Billing,"Cancel my subscription, too expensive.",Negative,Medium
TKT-246982,C00159,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-239827,C00159,Feature Request,"Terrible experience, not working as expected.",Neutral,Low
TKT-972908,C00160,Technical,Works great but I have a question on API limits.,Neutral,Medium
TKT-716884,C00161,Integration,Just a general question about features.,Neutral,Medium
TKT-192704,C00161,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-146514,C00162,Performance,Just a general question about features.,Positive,High
TKT-667755,C00162,Billing,Good service.,Neutral,High
TKT-920068,C00162,Feature Request,Just a general question about features.,Positive,High
TKT-265196,C00163,Billing,Update credit card info.,Positive,Low
TKT-428785,C00163,Performance,Just a general question about features.,Neutral,Low
TKT-570544,C00163,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-817470,C00164,Security,Just a general question about features.,Positive,Low
TKT-300555,C00164,Performance,Just a general question about features.,Neutral,High
TKT-122039,C00165,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-511444,C00165,Integration,Just a general question about features.,Neutral,Medium
TKT-856866,C00166,Performance,Just a general question about features.,Neutral,Medium
TKT-377701,C00166,Technical,How do I reset my password?,Positive,Medium
TKT-508953,C00168,Integration,Just a general question about features.,Negative,Medium
TKT-480288,C00169,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-297449,C00169,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-910443,C00169,Performance,"Terrible experience, not working as expected.",Negative,High
TKT-801622,C00169,Technical,Can't log in since yesterday.,Negative,High
TKT-637131,C00169,Security,"Terrible experience, not working as expected.",Neutral,High
TKT-108977,C00169,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-346581,C00170,Performance,Just a general question about features.,Positive,High
TKT-260377,C00170,Integration,Just a general question about features.,Positive,Medium
TKT-520552,C00170,Security,Just a general question about features.,Positive,High
TKT-389460,C00171,Integration,Just a general question about features.,Positive,High
TKT-559534,C00171,Integration,Just a general question about features.,Positive,Low
TKT-867801,C00171,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-874159,C00172,Integration,Just a general question about features.,Neutral,Low
TKT-273864,C00172,Performance,Just a general question about features.,Neutral,Low
TKT-957547,C00172,Feature Request,Just a general question about features.,Neutral,Low
TKT-725969,C00172,Account,Just a general question about features.,Negative,High
TKT-209796,C00172,Integration,Just a general question about features.,Positive,Low
TKT-886505,C00172,Performance,Just a general question about features.,Neutral,Medium
TKT-383691,C00173,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-166224,C00173,Performance,"Terrible experience, not working as expected.",Negative,Medium
TKT-143684,C00173,Feature Request,"Terrible experience, not working as expected.",Negative,High
TKT-718979,C00173,Technical,"System is always down, very frustrating.",Negative,Medium
TKT-709408,C00173,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-841907,C00173,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-335466,C00174,Integration,"Terrible experience, not working as expected.",Negative,High
TKT-518451,C00174,Performance,"Terrible experience, not working as expected.",Neutral,High
TKT-301305,C00174,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-562978,C00174,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-252302,C00174,Billing,I was overcharged on my last invoice.,Neutral,Low
TKT-283408,C00174,Performance,"Terrible experience, not working as expected.",Neutral,Medium
TKT-925752,C00174,Billing,Why did my price go up?,Neutral,Low
TKT-557652,C00174,Performance,"Terrible experience, not working as expected.",Negative,Low
TKT-688993,C00174,Billing,Why did my price go up?,Negative,Low
TKT-188622,C00174,Feature Request,"Terrible experience, not working as expected.",Negative,Low
TKT-410081,C00175,Technical,How do I reset my password?,Neutral,Medium
TKT-792900,C00175,Feature Request,Just a general question about features.,Neutral,Low
TKT-166268,C00176,Security,Just a general question about features.,Positive,Low
TKT-929468,C00177,Account,Just a general question about features.,Positive,Low
TKT-464471,C00177,Account,Just a general question about features.,Neutral,High
TKT-990265,C00177,Performance,Just a general question about features.,Positive,Medium
TKT-154857,C00177,Account,Just a general question about features.,Neutral,Low
TKT-824389,C00178,Integration,Just a general question about features.,Neutral,Low
TKT-315847,C00178,Account,Just a general question about features.,Neutral,Low
TKT-609655,C00179,Feature Request,Just a general question about features.,Neutral,Low
TKT-502468,C00179,Billing,Update credit card info.,Neutral,Low
TKT-186334,C00179,Security,Just a general question about features.,Neutral,Low
TKT-285166,C00179,Account,Just a general question about features.,Neutral,Low
TKT-424864,C00179,Performance,Just a general question about features.,Neutral,High
TKT-582461,C00179,Performance,Just a general question about features.,Positive,Low
TKT-950686,C00180,Technical,Need help setting up SSO.,Neutral,High
TKT-199920,C00180,Billing,Can you send me last month's receipt?,Positive,Medium
TKT-997654,C00180,Feature Request,Just a general question about features.,Positive,Low
TKT-189448,C00180,Technical,Need help setting up SSO.,Positive,High
TKT-315695,C00181,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-406995,C00181,Technical,Your API is too slow and throwing 500 errors.,Negative,Medium
TKT-472496,C00181,Technical,Your API is too slow and throwing 500 errors.,Negative,Low
TKT-265713,C00181,Security,"Terrible experience, not working as expected.",Neutral,Low
TKT-340528,C00181,Account,"Terrible experience, not working as expected.",Negative,Medium
TKT-609238,C00182,Account,"Terrible experience, not working as expected.",Negative,Low
TKT-319586,C00182,Security,"Terrible experience, not working as expected.",Negative,High
TKT-508916,C00182,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-118843,C00182,Billing,"Cancel my subscription, too expensive.",Neutral,Low
TKT-259425,C00183,Technical,Works great but I have a question on API limits.,Positive,Low
TKT-588255,C00183,Performance,Just a general question about features.,Neutral,High
TKT-400536,C00184,Account,Just a general question about features.,Neutral,Low
TKT-682696,C00185,Billing,Can you send me last month's receipt?,Neutral,Low
TKT-972051,C00185,Account,Just a general question about features.,Neutral,Low
TKT-831737,C00187,Integration,Just a general question about features.,Neutral,High
TKT-296284,C00189,Security,Just a general question about features.,Neutral,Low
TKT-700589,C00189,Feature Request,Just a general question about features.,Neutral,Low
TKT-331704,C00189,Billing,Can you send me last month's receipt?,Positive,Low
TKT-401835,C00189,Account,Just a general question about features.,Positive,Low
TKT-812416,C00190,Feature Request,"Terrible experience, not working as expected.",Neutral,High
TKT-660415,C00190,Billing,I was overcharged on my last invoice.,Negative,Low
TKT-474121,C00190,Security,"Terrible experience, not working as expected.",Negative,High
TKT-848907,C00190,Integration,"Terrible experience, not working as expected.",Negative,Low
TKT-383665,C00190,Security,"Terrible experience, not working as expected.",Negative,Medium
TKT-908783,C00191,Performance,Just a general question about features.,Positive,Medium
TKT-900769,C00191,Performance,Just a general question about features.,Positive,Low
TKT-440433,C00192,Security,Just a general question about features.,Negative,High
TKT-617471,C00193,Account,Just a general question about features.,Neutral,High
TKT-282010,C00194,Integration,Just a general question about features.,Neutral,Medium
